"subj_idx","trial_num","stim","rt","response","age"
"11016_78&$""",8,"All",1430,1,4.49
"11016_78&$""",9,"Some",1641,1,4.49
"11016_78&$""",10,"Some",1705,1,4.49
"11016_78&$""",11,"All",3718,1,4.49
"11016_78&$""",12,"Some",2573,1,4.49
"11016_78&$""",13,"None",2667,0,4.49
"11016_78&$""",14,"All",2416,1,4.49
"11016_78&$""",15,"All",4031,1,4.49
"11016_78&$""",16,"Some",1450,1,4.49
"11016_78&$""",17,"None",3624,0,4.49
"11016_78&$""",18,"None",3764,0,4.49
"11016_78&$""",19,"None",3962,0,4.49
"11016_78&$""",20,"All",1361,1,4.49
"11016_78&$""",21,"Some",7375,0,4.49
"11016_78&$""",22,"Some",2209,1,4.49
"11016_78&$""",23,"Some",1905,1,4.49
"11016_78&$""",24,"None",4100,0,4.49
"11016_78&$""",25,"All",2221,1,4.49
"11016_78&$""",26,"None",1244,0,4.49
"11016_78&$""",27,"Some",2976,1,4.49
"11016_78&$""",28,"All",1521,1,4.49
"11016_78&$""",29,"None",2301,0,4.49
"11016_78&$""",30,"Some",2427,1,4.49
"11016_8",1,"None",3332,1,4.8
"11016_8",2,"None",2453,1,4.8
"11016_8",3,"None",2368,1,4.8
"11016_8",4,"Some",2109,0,4.8
"11016_8",5,"All",1928,1,4.8
"11016_8",6,"Some",1795,0,4.8
"11016_8",7,"None",1141,0,4.8
"11016_8",8,"All",2337,1,4.8
"11016_8",9,"Some",2641,0,4.8
"11016_8",10,"All",2825,0,4.8
"11016_8",11,"None",5471,1,4.8
"11016_8",12,"Some",1446,0,4.8
"11016_8",13,"All",1258,1,4.8
"11016_8",14,"None",3074,1,4.8
"11016_8",15,"All",3512,1,4.8
"11016_8",16,"None",2261,1,4.8
"11016_8",17,"All",1419,1,4.8
"11016_8",18,"All",3112,1,4.8
"11016_8",19,"Some",13379,0,4.8
"11016_8",20,"None",3509,1,4.8
"11016_8",21,"All",1462,1,4.8
"11016_8",22,"Some",3883,0,4.8
"11016_8",23,"Some",2405,0,4.8
"11016_8",24,"None",2977,1,4.8
"11016_8",25,"Some",3697,0,4.8
"11016_8",26,"All",2651,1,4.8
"11016_8",27,"All",11830,1,4.8
"11016_8",28,"Some",2428,0,4.8
"11016_8",29,"None",4980,1,4.8
"11016_8",30,"Some",1591,0,4.8
"11016_9",1,"Some",2718,0,4.18
"11016_9",2,"None",4093,1,4.18
"11016_9",3,"All",2022,1,4.18
"11016_9",4,"Some",1942,0,4.18
"11016_9",5,"Some",2414,0,4.18
"11016_9",6,"None",1708,1,4.18
"11016_9",7,"Some",4008,1,4.18
"11016_9",8,"Some",2100,1,4.18
"11016_9",9,"Some",2894,1,4.18
"11016_9",10,"None",1359,1,4.18
"11016_9",11,"None",1795,1,4.18
"11016_9",12,"All",1702,1,4.18
"11016_9",13,"None",1525,1,4.18
"11016_9",14,"None",1268,1,4.18
"11016_9",15,"All",1817,1,4.18
"11016_9",16,"None",1800,1,4.18
"11016_9",17,"All",1499,1,4.18
"11016_9",18,"All",1182,1,4.18
"11016_9",19,"Some",1278,0,4.18
"11016_9",20,"All",1346,1,4.18
"11016_9",21,"All",1988,1,4.18
"11016_9",22,"Some",1448,1,4.18
"11016_9",23,"Some",1193,1,4.18
"11016_9",24,"Some",2320,1,4.18
"11016_9",25,"All",1754,1,4.18
"11016_9",26,"None",1723,1,4.18
"11016_9",27,"None",2128,1,4.18
"11016_9",28,"All",1296,1,4.18
"11016_9",29,"All",1665,1,4.18
"11016_9",30,"None",3602,1,4.18
"11016_10",1,"Some",5923,0,4.46
"11016_10",2,"Some",3923,0,4.46
"11016_10",3,"None",2182,0,4.46
"11016_10",4,"All",2103,1,4.46
"11016_10",5,"None",1361,0,4.46
"11016_10",6,"None",3235,0,4.46
"11016_10",7,"None",2773,0,4.46
"11016_10",8,"All",1497,1,4.46
"11016_10",9,"None",1230,0,4.46
"11016_10",10,"Some",1258,0,4.46
"11016_10",11,"All",1643,1,4.46
"11016_10",12,"All",1327,1,4.46
"11016_10",13,"Some",786,0,4.46
"11016_10",14,"Some",2329,0,4.46
"11016_10",15,"None",2860,0,4.46
"11016_10",16,"All",2091,1,4.46
"11016_10",17,"None",1926,0,4.46
"11016_10",18,"All",2201,1,4.46
"11016_10",19,"None",3869,0,4.46
"11016_10",20,"All",5278,1,4.46
"11016_10",21,"All",1859,1,4.46
"11016_10",22,"Some",3889,0,4.46
"11016_10",23,"None",1118,0,4.46
"11016_10",24,"All",1849,1,4.46
"11016_10",25,"Some",1659,0,4.46
"11016_10",26,"Some",1782,0,4.46
"11016_10",27,"Some",861,0,4.46
"11016_10",28,"None",5683,0,4.46
"11016_10",29,"Some",658,0,4.46
"11016_10",30,"All",1156,1,4.46
"11016_11",1,"All",2100,1,4.76
"11016_11",2,"None",1085,0,4.76
"11016_11",3,"All",1640,1,4.76
"11016_11",4,"None",3731,0,4.76
"11016_11",5,"All",1147,1,4.76
"11016_11",6,"All",732,1,4.76
"11016_11",7,"Some",2113,0,4.76
"11016_11",8,"Some",2399,0,4.76
"11016_11",9,"None",1137,0,4.76
"11016_11",10,"None",1195,0,4.76
"11016_11",11,"All",599,1,4.76
"11016_11",12,"Some",2937,0,4.76
"11016_11",13,"Some",1443,0,4.76
"11016_11",14,"None",1290,0,4.76
"11016_11",15,"None",484,1,4.76
"11016_11",16,"None",2012,0,4.76
"11016_11",17,"None",1027,0,4.76
"11016_11",18,"None",1061,0,4.76
"11016_11",19,"All",1089,1,4.76
"11016_11",20,"Some",794,0,4.76
"11016_11",21,"None",1423,0,4.76
"11016_11",22,"All",783,1,4.76
"11016_11",23,"Some",671,0,4.76
"11016_11",24,"All",969,1,4.76
"11016_11",25,"Some",2377,0,4.76
"11016_11",26,"Some",1405,0,4.76
"11016_11",27,"Some",854,0,4.76
"11016_11",28,"Some",880,0,4.76
"11016_11",29,"All",595,1,4.76
"11016_11",30,"All",1530,1,4.76
"Rs1",1,"All",4034,1,3.72
"Rs1",2,"All",2756,1,3.72
"Rs1",3,"None",1650,0,3.72
"Rs1",4,"None",1289,0,3.72
"Rs1",5,"Some",2704,0,3.72
"Rs1",6,"Some",1536,0,3.72
"Rs1",7,"All",1645,0,3.72
"Rs1",8,"None",3101,0,3.72
"Rs1",10,"None",1537,0,3.72
"Rs1",11,"Some",3932,0,3.72
"Rs1",12,"Some",2153,0,3.72
"Rs1",13,"All",3435,1,3.72
"Rs1",15,"None",1191,0,3.72
"Rs1",16,"None",6609,0,3.72
"Rs1",17,"None",5744,0,3.72
"Rs1",18,"All",822,1,3.72
"Rs1",19,"All",1106,1,3.72
"Rs1",20,"Some",1245,0,3.72
"Rs1",21,"Some",3831,0,3.72
"Rs1",22,"None",2862,0,3.72
"Rs1",23,"None",1361,0,3.72
"Rs1",24,"Some",1287,0,3.72
"Rs1",25,"All",1305,1,3.72
"Rs1",26,"All",8718,1,3.72
"Rs1",27,"Some",10484,0,3.72
"Rs1",28,"All",1111,1,3.72
"Rs1",29,"All",2174,1,3.72
"Rs1",30,"Some",2392,0,3.72
"Rs2",1,"All",6450,1,4.48
"Rs2",2,"Some",1374,0,4.48
"Rs2",3,"None",5854,0,4.48
"Rs2",4,"All",711,1,4.48
"Rs2",5,"All",1237,1,4.48
"Rs2",6,"Some",1015,0,4.48
"Rs2",7,"None",4369,0,4.48
"Rs2",8,"Some",1061,0,4.48
"Rs2",9,"None",896,0,4.48
"Rs2",10,"None",1107,0,4.48
"Rs2",11,"All",1720,0,4.48
"Rs2",12,"None",1457,0,4.48
"Rs2",13,"None",2291,0,4.48
"Rs2",14,"All",3290,0,4.48
"Rs2",15,"None",3613,0,4.48
"Rs2",16,"Some",1518,0,4.48
"Rs2",17,"Some",839,0,4.48
"Rs2",18,"Some",1214,0,4.48
"Rs2",19,"Some",1363,0,4.48
"Rs2",20,"Some",1340,0,4.48
"Rs2",22,"All",1069,0,4.48
"Rs2",23,"All",2970,1,4.48
"Rs2",24,"All",1746,1,4.48
"Rs2",25,"Some",2844,0,4.48
"Rs2",26,"None",1220,0,4.48
"Rs2",27,"None",1782,0,4.48
"Rs2",29,"All",1071,1,4.48
"Rs2",30,"All",625,1,4.48
"Rs3",1,"All",669,1,4.48
"Rs3",2,"None",2916,1,4.48
"Rs3",3,"None",2303,1,4.48
"Rs3",4,"Some",3494,0,4.48
"Rs3",5,"Some",706,0,4.48
"Rs3",6,"All",998,1,4.48
"Rs3",7,"None",2086,1,4.48
"Rs3",8,"Some",1355,0,4.48
"Rs3",9,"None",1421,1,4.48
"Rs3",10,"None",1076,1,4.48
"Rs3",11,"Some",936,0,4.48
"Rs3",12,"All",530,0,4.48
"Rs3",13,"Some",626,0,4.48
"Rs3",14,"All",3046,1,4.48
"Rs3",15,"None",1825,1,4.48
"Rs3",16,"All",1010,1,4.48
"Rs3",17,"All",3278,1,4.48
"Rs3",18,"None",2042,1,4.48
"Rs3",19,"Some",2360,0,4.48
"Rs3",20,"None",2259,1,4.48
"Rs3",21,"Some",1165,0,4.48
"Rs3",22,"All",3729,1,4.48
"Rs3",23,"All",886,1,4.48
"Rs3",24,"All",724,1,4.48
"Rs3",25,"All",1646,1,4.48
"Rs3",26,"None",2741,1,4.48
"Rs3",27,"Some",1056,0,4.48
"Rs3",28,"Some",1456,1,4.48
"Rs3",29,"Some",1856,0,4.48
"Rs3",30,"None",1064,1,4.48
"Rs4",2,"Some",3968,0,4.17
"Rs4",3,"Some",7175,0,4.17
"Rs4",4,"None",9290,0,4.17
"Rs4",5,"Some",2822,0,4.17
"Rs4",6,"Some",2590,0,4.17
"Rs4",7,"None",4233,0,4.17
"Rs4",8,"None",1306,0,4.17
"Rs4",9,"Some",2343,0,4.17
"Rs4",10,"None",2841,0,4.17
"Rs4",11,"None",3007,0,4.17
"Rs4",12,"All",3174,1,4.17
"Rs4",13,"All",3177,1,4.17
"Rs4",14,"Some",2078,0,4.17
"Rs4",15,"Some",1526,0,4.17
"Rs4",16,"All",2980,1,4.17
"Rs4",17,"All",3492,0,4.17
"Rs4",18,"Some",1500,1,4.17
"Rs4",19,"All",2161,0,4.17
"Rs4",20,"Some",6566,1,4.17
"Rs4",21,"None",2905,0,4.17
"Rs4",22,"None",4644,0,4.17
"Rs4",23,"All",3100,1,4.17
"Rs4",24,"All",4309,1,4.17
"Rs4",25,"None",2307,0,4.17
"Rs4",26,"All",2136,1,4.17
"Rs4",27,"All",3002,1,4.17
"Rs4",28,"Some",2965,0,4.17
"Rs4",29,"None",5177,0,4.17
"Rs4",30,"All",3837,1,4.17
"Rs5",1,"None",2048,1,4.94
"Rs5",2,"All",2092,1,4.94
"Rs5",3,"None",2575,1,4.94
"Rs5",4,"All",4309,1,4.94
"Rs5",5,"None",3324,1,4.94
"Rs5",6,"None",2085,1,4.94
"Rs5",7,"All",1397,1,4.94
"Rs5",8,"None",1965,1,4.94
"Rs5",9,"All",2124,1,4.94
"Rs5",10,"None",2225,1,4.94
"Rs5",11,"None",1601,1,4.94
"Rs5",12,"Some",2326,1,4.94
"Rs5",13,"All",1447,1,4.94
"Rs5",14,"All",1682,1,4.94
"Rs5",15,"Some",1797,1,4.94
"Rs5",16,"None",1219,1,4.94
"Rs5",17,"Some",2710,1,4.94
"Rs5",18,"All",1198,1,4.94
"Rs5",19,"Some",1805,1,4.94
"Rs5",20,"Some",2021,1,4.94
"Rs5",21,"Some",1200,1,4.94
"Rs5",22,"All",1460,1,4.94
"Rs5",23,"Some",1580,1,4.94
"Rs5",24,"None",3413,1,4.94
"Rs5",25,"Some",980,1,4.94
"Rs5",26,"None",1267,1,4.94
"Rs5",27,"All",2121,1,4.94
"Rs5",28,"Some",1623,1,4.94
"Rs5",29,"Some",1225,1,4.94
"Rs5",30,"All",981,1,4.94
"Rs6",1,"Some",9674,0,4.77
"Rs6",2,"All",2442,1,4.77
"Rs6",3,"None",2725,1,4.77
"Rs6",4,"Some",2160,0,4.77
"Rs6",5,"None",2132,1,4.77
"Rs6",6,"Some",3031,0,4.77
"Rs6",7,"Some",2061,0,4.77
"Rs6",8,"Some",6281,0,4.77
"Rs6",9,"All",2320,1,4.77
"Rs6",10,"None",3672,1,4.77
"Rs6",11,"Some",2111,0,4.77
"Rs6",12,"None",2210,1,4.77
"Rs6",13,"None",3139,1,4.77
"Rs6",14,"All",1016,1,4.77
"Rs6",15,"All",1777,1,4.77
"Rs6",16,"All",1136,1,4.77
"Rs6",17,"All",1609,1,4.77
"Rs6",18,"Some",3386,0,4.77
"Rs6",19,"All",1551,1,4.77
"Rs6",20,"None",2793,1,4.77
"Rs6",21,"All",1448,1,4.77
"Rs6",22,"None",3467,1,4.77
"Rs6",23,"All",2102,1,4.77
"Rs6",24,"None",3008,1,4.77
"Rs6",25,"Some",2203,0,4.77
"Rs6",26,"None",2013,1,4.77
"Rs6",27,"All",1447,1,4.77
"Rs6",29,"Some",1278,0,4.77
"Rs6",30,"Some",2423,0,4.77
"Rs7",2,"Some",8304,0,3.44
"Rs7",4,"None",6741,0,3.44
"Rs7",5,"All",4679,1,3.44
"Rs7",6,"All",4478,1,3.44
"Rs7",7,"None",3338,0,3.44
"Rs7",8,"Some",3356,0,3.44
"Rs7",9,"All",3437,1,3.44
"Rs7",10,"All",3593,1,3.44
"Rs7",11,"Some",3870,0,3.44
"Rs7",12,"All",3902,1,3.44
"Rs7",13,"All",8328,1,3.44
"Rs7",14,"Some",7230,0,3.44
"Rs7",16,"All",2021,1,3.44
"Rs7",17,"None",2587,0,3.44
"Rs7",18,"Some",6973,0,3.44
"Rs7",19,"None",10214,0,3.44
"Rs7",20,"None",5184,0,3.44
"Rs7",21,"None",3258,0,3.44
"Rs7",23,"None",2106,0,3.44
"Rs7",24,"None",2260,0,3.44
"Rs7",25,"None",3302,0,3.44
"Rs7",26,"Some",5625,0,3.44
"Rs7",27,"Some",5446,0,3.44
"Rs7",28,"All",2730,1,3.44
"Rs7",29,"All",7900,0,3.44
"11316_1",1,"Some",5920,0,3.79
"11316_1",2,"All",3782,0,3.79
"11316_1",3,"Some",4267,1,3.79
"11316_1",4,"Some",2082,0,3.79
"11316_1",5,"Some",4842,1,3.79
"11316_1",6,"Some",3546,1,3.79
"11316_1",7,"None",12609,0,3.79
"11316_1",8,"None",4695,1,3.79
"11316_1",9,"Some",5343,0,3.79
"11316_1",10,"All",6488,1,3.79
"11316_1",11,"None",6560,0,3.79
"11316_1",12,"None",6279,0,3.79
"11316_1",13,"None",2284,0,3.79
"11316_1",14,"None",2099,0,3.79
"11316_1",15,"None",7965,0,3.79
"11316_1",16,"All",5643,1,3.79
"11316_1",17,"Some",2926,1,3.79
"11316_1",18,"None",1730,0,3.79
"11316_1",19,"All",4223,0,3.79
"11316_1",20,"None",4384,0,3.79
"11316_1",21,"All",3127,1,3.79
"11316_1",22,"Some",2565,0,3.79
"11316_1",23,"Some",2441,0,3.79
"11316_1",24,"None",6901,0,3.79
"11316_1",25,"Some",3937,1,3.79
"11316_1",26,"All",4222,1,3.79
"11316_1",27,"All",1554,1,3.79
"11316_1",28,"All",2845,1,3.79
"11316_1",29,"All",4392,1,3.79
"11316_1",30,"All",2495,0,3.79
"11316_3",1,"All",5805,1,3.55
"11316_3",2,"All",1797,1,3.55
"11316_3",3,"All",1604,1,3.55
"11316_3",4,"None",1549,0,3.55
"11316_3",5,"All",2015,1,3.55
"11316_3",6,"All",1438,1,3.55
"11316_3",8,"All",2220,1,3.55
"11316_3",9,"All",4312,1,3.55
"11316_3",11,"All",1327,1,3.55
"11316_3",12,"Some",2497,0,3.55
"11316_3",13,"Some",5675,0,3.55
"11316_3",14,"Some",2367,0,3.55
"11316_3",15,"All",3213,1,3.55
"11316_3",17,"None",4585,1,3.55
"11316_3",18,"Some",3204,0,3.55
"11316_3",19,"None",3472,1,3.55
"11316_3",20,"None",5719,1,3.55
"11316_3",21,"Some",2199,0,3.55
"11316_3",22,"Some",4474,0,3.55
"11316_3",23,"Some",2853,0,3.55
"11316_3",24,"Some",3919,0,3.55
"11316_3",25,"All",2544,1,3.55
"11316_3",26,"None",4037,1,3.55
"11316_3",27,"None",6259,1,3.55
"11316_3",28,"Some",2944,0,3.55
"11316_3",29,"None",7434,0,3.55
"11316_3",30,"Some",2621,0,3.55
"11316_4",1,"None",5675,1,4.45
"11316_4",2,"Some",3185,1,4.45
"11316_4",3,"None",3514,1,4.45
"11316_4",4,"Some",3376,1,4.45
"11316_4",5,"All",2333,1,4.45
"11316_4",6,"All",5135,0,4.45
"11316_4",7,"None",2146,1,4.45
"11316_4",8,"None",1939,1,4.45
"11316_4",9,"Some",1718,1,4.45
"11316_4",10,"All",2245,1,4.45
"11316_4",11,"None",2816,1,4.45
"11316_4",12,"Some",2007,1,4.45
"11316_4",13,"All",2545,1,4.45
"11316_4",14,"Some",2427,1,4.45
"11316_4",15,"None",2378,1,4.45
"11316_4",16,"Some",2943,1,4.45
"11316_4",17,"All",2059,1,4.45
"11316_4",18,"All",2042,1,4.45
"11316_4",19,"Some",1977,1,4.45
"11316_4",20,"All",4170,1,4.45
"11316_4",21,"None",3540,1,4.45
"11316_4",22,"Some",1366,1,4.45
"11316_4",23,"None",4153,1,4.45
"11316_4",24,"None",3601,1,4.45
"11316_4",25,"All",2300,1,4.45
"11316_4",26,"Some",3529,1,4.45
"11316_4",27,"None",1775,1,4.45
"11316_4",28,"Some",1779,1,4.45
"11316_4",29,"All",3368,1,4.45
"11316_4",30,"All",1375,1,4.45
"11316_5",1,"All",757,1,4.65
"11316_5",2,"All",1021,1,4.65
"11316_5",3,"All",1105,1,4.65
"11316_5",4,"Some",1172,0,4.65
"11316_5",5,"Some",1691,0,4.65
"11316_5",6,"All",869,1,4.65
"11316_5",7,"Some",817,0,4.65
"11316_5",8,"None",2184,0,4.65
"11316_5",9,"None",2395,0,4.65
"11316_5",10,"None",2500,0,4.65
"11316_5",11,"All",2970,1,4.65
"11316_5",12,"All",943,1,4.65
"11316_5",13,"Some",842,0,4.65
"11316_5",15,"Some",743,0,4.65
"11316_5",16,"None",1819,0,4.65
"11316_5",17,"Some",1954,1,4.65
"11316_5",18,"None",755,1,4.65
"11316_5",19,"None",1420,0,4.65
"11316_5",20,"Some",2749,0,4.65
"11316_5",21,"Some",6050,0,4.65
"11316_5",22,"None",2396,0,4.65
"11316_5",23,"Some",2420,0,4.65
"11316_5",24,"All",1229,1,4.65
"11316_5",25,"None",2566,0,4.65
"11316_5",26,"Some",1103,0,4.65
"11316_5",27,"All",1144,1,4.65
"11316_5",28,"All",2968,1,4.65
"11316_5",29,"All",2500,1,4.65
"11316_5",30,"None",2472,0,4.65
"11316_6",1,"None",2738,0,3.06
"11316_6",2,"Some",4583,1,3.06
"11316_6",3,"Some",1533,1,3.06
"11316_6",4,"All",3849,0,3.06
"11316_6",1,"Some",1208,1,3.06
"11316_6",2,"None",3368,0,3.06
"11316_6",3,"Some",2632,1,3.06
"11316_6",4,"Some",1775,1,3.06
"11316_6",5,"All",4096,1,3.06
"11316_6",6,"None",5104,0,3.06
"11316_6",7,"All",2223,1,3.06
"11316_6",8,"All",1544,1,3.06
"11316_6",9,"All",4650,0,3.06
"11316_6",11,"All",1979,1,3.06
"11316_6",12,"None",4462,0,3.06
"11316_6",13,"All",2799,0,3.06
"11316_6",14,"Some",3422,1,3.06
"11316_6",15,"None",1054,0,3.06
"11316_6",17,"Some",1003,0,3.06
"11316_6",18,"Some",3018,0,3.06
"11316_6",21,"Some",466,0,3.06
"11316_6",22,"Some",2044,1,3.06
"11316_6",23,"None",1181,0,3.06
"11316_6",24,"Some",1428,0,3.06
"11316_6",25,"All",3456,1,3.06
"11316_6",27,"All",1988,1,3.06
"11316_6",28,"None",3965,0,3.06
"11316_6",29,"None",1614,0,3.06
"11316_6",30,"None",2309,0,3.06
"Rs8",1,"None",12475,1,5.19
"Rs8",2,"Some",13341,1,5.19
"Rs8",3,"None",2414,1,5.19
"Rs8",4,"Some",3485,1,5.19
"Rs8",5,"Some",2111,1,5.19
"Rs8",6,"None",2814,1,5.19
"Rs8",7,"Some",1619,1,5.19
"Rs8",8,"All",2849,1,5.19
"Rs8",9,"None",4940,1,5.19
"Rs8",10,"None",5124,1,5.19
"Rs8",11,"None",3972,1,5.19
"Rs8",12,"Some",2733,1,5.19
"Rs8",13,"Some",2116,1,5.19
"Rs8",14,"All",1394,1,5.19
"Rs8",15,"All",3860,1,5.19
"Rs8",16,"None",13045,1,5.19
"Rs8",17,"Some",4158,1,5.19
"Rs8",18,"None",10235,1,5.19
"Rs8",19,"All",1642,1,5.19
"Rs8",20,"All",3274,1,5.19
"Rs8",21,"All",1770,1,5.19
"Rs8",22,"All",3422,1,5.19
"Rs8",23,"None",2956,1,5.19
"Rs8",24,"Some",2407,1,5.19
"Rs8",25,"Some",2008,1,5.19
"Rs8",26,"All",2532,1,5.19
"Rs8",27,"All",5028,1,5.19
"Rs8",28,"None",2214,1,5.19
"Rs8",29,"All",1890,1,5.19
"Rs8",30,"Some",2014,1,5.19
"Rs9",1,"None",2433,0,3.91
"Rs9",2,"Some",1887,1,3.91
"Rs9",3,"Some",8965,0,3.91
"Rs9",4,"Some",5315,1,3.91
"Rs9",5,"None",5246,0,3.91
"Rs9",6,"Some",1581,0,3.91
"Rs9",7,"Some",10981,0,3.91
"Rs9",8,"Some",2465,0,3.91
"Rs9",9,"Some",9237,1,3.91
"Rs9",10,"None",2037,0,3.91
"Rs9",11,"None",2845,0,3.91
"Rs9",12,"None",10973,0,3.91
"Rs9",13,"All",6172,1,3.91
"Rs9",14,"None",2359,0,3.91
"Rs9",16,"Some",2056,0,3.91
"Rs9",18,"All",2513,1,3.91
"Rs9",19,"Some",6694,0,3.91
"Rs9",20,"None",14428,1,3.91
"Rs9",22,"Some",6514,0,3.91
"Rs9",23,"All",7532,1,3.91
"Rs9",24,"All",1581,1,3.91
"Rs9",25,"None",1626,0,3.91
"Rs9",26,"All",6299,1,3.91
"Rs9",28,"None",3028,0,3.91
"Rs9",29,"All",12763,1,3.91
"11316_7",1,"None",1300,0,4.04
"11316_7",2,"None",832,0,4.04
"11316_7",3,"None",3034,0,4.04
"11316_7",4,"None",2114,1,4.04
"11316_7",5,"Some",1391,1,4.04
"11316_7",6,"None",2158,0,4.04
"11316_7",7,"All",1200,1,4.04
"11316_7",10,"Some",2274,1,4.04
"11316_7",11,"None",4366,0,4.04
"11316_7",12,"None",1273,1,4.04
"11316_7",13,"Some",2045,1,4.04
"11316_7",14,"All",4107,1,4.04
"11316_7",15,"All",1909,1,4.04
"11316_7",16,"All",1528,1,4.04
"11316_7",17,"Some",8743,0,4.04
"11316_7",18,"Some",4530,1,4.04
"11316_7",19,"Some",8890,0,4.04
"11316_7",20,"All",3309,1,4.04
"11316_7",21,"Some",3433,0,4.04
"11316_7",22,"Some",1844,0,4.04
"11316_7",23,"All",2314,1,4.04
"11316_7",24,"None",1574,0,4.04
"11316_7",25,"Some",3556,0,4.04
"11316_7",26,"All",3113,0,4.04
"11316_7",27,"All",1622,1,4.04
"11316_7",28,"Some",4351,0,4.04
"11316_7",29,"None",2819,0,4.04
"11316_7",30,"All",2421,0,4.04
"Rs10",1,"Some",2447,1,3.62
"Rs10",2,"None",2345,0,3.62
"Rs10",3,"All",3879,1,3.62
"Rs10",4,"All",2950,1,3.62
"Rs10",5,"All",2620,1,3.62
"Rs10",6,"None",1407,0,3.62
"Rs10",7,"Some",1571,0,3.62
"Rs10",8,"Some",4482,0,3.62
"Rs10",9,"All",1706,1,3.62
"Rs10",10,"None",1664,0,3.62
"Rs10",11,"Some",1803,0,3.62
"Rs10",12,"All",9559,1,3.62
"Rs10",13,"None",2419,0,3.62
"Rs10",14,"Some",2386,0,3.62
"Rs10",15,"Some",1859,0,3.62
"Rs10",16,"All",1588,1,3.62
"Rs10",17,"All",2166,1,3.62
"Rs10",18,"None",2057,0,3.62
"Rs10",19,"None",9710,0,3.62
"Rs10",20,"All",1853,1,3.62
"Rs10",21,"All",1448,1,3.62
"Rs10",22,"Some",1902,0,3.62
"Rs10",23,"None",3041,0,3.62
"Rs10",24,"None",5528,0,3.62
"Rs10",25,"None",1592,0,3.62
"Rs10",26,"Some",1687,0,3.62
"Rs10",27,"Some",1597,0,3.62
"Rs10",28,"Some",2251,0,3.62
"Rs10",29,"All",2188,1,3.62
"Rs10",30,"None",2313,0,3.62
"11316_8",2,"All",1704,1,4.98
"11316_8",3,"Some",2623,0,4.98
"11316_8",4,"None",3735,1,4.98
"11316_8",6,"All",2071,1,4.98
"11316_8",7,"None",2082,1,4.98
"11316_8",8,"All",1050,1,4.98
"11316_8",9,"All",1480,1,4.98
"11316_8",10,"All",1619,1,4.98
"11316_8",11,"Some",2267,0,4.98
"11316_8",12,"Some",1515,0,4.98
"11316_8",13,"Some",2467,1,4.98
"11316_8",14,"All",950,1,4.98
"11316_8",15,"None",2189,1,4.98
"11316_8",16,"None",1418,1,4.98
"11316_8",17,"All",1621,1,4.98
"11316_8",18,"None",6981,1,4.98
"11316_8",19,"All",2140,1,4.98
"11316_8",20,"All",1574,1,4.98
"11316_8",21,"Some",3217,1,4.98
"11316_8",22,"Some",3005,1,4.98
"11316_8",23,"None",1922,1,4.98
"11316_8",24,"None",4373,1,4.98
"11316_8",25,"None",2369,1,4.98
"11316_8",26,"Some",2540,1,4.98
"11316_8",27,"All",1538,1,4.98
"11316_8",28,"Some",3352,1,4.98
"11316_8",29,"Some",6479,1,4.98
"11316_8",30,"None",3916,1,4.98
"11316_9",1,"All",4238,1,3.27
"11316_9",2,"None",4486,0,3.27
"11316_9",3,"Some",4170,1,3.27
"11316_9",4,"None",4650,0,3.27
"11316_9",5,"Some",6366,0,3.27
"11316_9",6,"All",5189,1,3.27
"11316_9",7,"All",5170,1,3.27
"11316_9",8,"All",4475,1,3.27
"11316_9",9,"None",4065,0,3.27
"11316_9",10,"All",4570,1,3.27
"11316_9",11,"Some",4132,0,3.27
"11316_9",12,"Some",5604,0,3.27
"11316_9",13,"Some",2117,0,3.27
"11316_9",14,"All",3896,1,3.27
"11316_9",15,"All",3522,1,3.27
"11316_9",16,"Some",4169,0,3.27
"11316_9",17,"All",4212,1,3.27
"11316_9",18,"Some",8559,0,3.27
"11316_9",19,"Some",2800,0,3.27
"11316_9",20,"Some",3255,0,3.27
"11316_9",21,"None",2719,0,3.27
"11316_9",22,"None",2268,0,3.27
"11316_9",23,"All",2696,1,3.27
"11316_9",24,"None",2619,0,3.27
"11316_9",25,"None",2236,0,3.27
"11316_9",26,"None",2469,1,3.27
"11316_9",27,"None",1369,0,3.27
"11316_9",28,"None",1777,1,3.27
"11316_9",29,"Some",3317,0,3.27
"11316_10",1,"All",1595,0,4.97
"11316_10",2,"All",3303,1,4.97
"11316_10",3,"Some",5981,0,4.97
"11316_10",4,"Some",3149,0,4.97
"11316_10",5,"None",6332,1,4.97
"11316_10",6,"None",2042,1,4.97
"11316_10",7,"Some",3690,1,4.97
"11316_10",8,"All",2125,1,4.97
"11316_10",9,"Some",6411,1,4.97
"11316_10",10,"All",1350,1,4.97
"11316_10",11,"None",3362,1,4.97
"11316_10",12,"All",1572,1,4.97
"11316_10",13,"None",2915,1,4.97
"11316_10",14,"None",3269,1,4.97
"11316_10",15,"Some",1664,0,4.97
"11316_10",16,"All",1474,1,4.97
"11316_10",17,"All",2822,1,4.97
"11316_10",18,"Some",1628,0,4.97
"11316_10",19,"Some",5818,0,4.97
"11316_10",20,"Some",2041,0,4.97
"11316_10",21,"None",1810,1,4.97
"11316_10",22,"None",3512,1,4.97
"11316_10",23,"All",1972,1,4.97
"11316_10",24,"None",1873,1,4.97
"11316_10",25,"Some",1516,0,4.97
"11316_10",26,"Some",2172,0,4.97
"11316_10",27,"None",1752,1,4.97
"11316_10",28,"All",3849,1,4.97
