"subj_idx","trial.num","stim","rt","response"
"9",3,"implicature",1.139,1
"9",4,"unambiguous",1.244,1
"9",5,"implicature",0.859,1
"9",6,"unambiguous",0.883,1
"9",7,"unambiguous",0.801,1
"9",8,"unambiguous",0.93,1
"9",9,"implicature",0.89,1
"9",10,"implicature",0.777,1
"9",11,"unambiguous",0.866,1
"9",12,"implicature",0.755,1
"9",13,"unambiguous",0.756,1
"9",14,"unambiguous",0.636,1
"9",15,"implicature",0.732,0
"9",16,"unambiguous",1.181,1
"9",17,"implicature",1.829,1
"9",18,"implicature",0.724,1
"9",19,"implicature",0.676,1
"9",20,"implicature",0.725,1
"9",21,"unambiguous",1.381,1
"9",22,"implicature",0.844,1
"9",23,"unambiguous",0.772,1
"9",24,"implicature",0.826,1
"9",25,"implicature",0.668,1
"9",26,"implicature",0.666,1
"9",27,"implicature",0.675,1
"9",28,"implicature",1.085,1
"9",29,"unambiguous",0.861,1
"9",30,"unambiguous",0.931,1
"9",31,"unambiguous",0.99,1
"9",32,"implicature",0.877,0
"9",33,"unambiguous",1.133,1
"9",34,"implicature",0.669,1
"9",35,"implicature",0.781,1
"9",36,"implicature",0.869,1
"9",37,"unambiguous",0.9,1
"9",38,"unambiguous",0.98,1
"9",39,"unambiguous",1.308,1
"9",40,"implicature",0.925,1
"9",41,"implicature",0.709,1
"9",42,"unambiguous",1.006,1
"9",43,"implicature",1.317,1
"9",44,"implicature",0.723,1
"9",45,"implicature",0.936,1
"9",46,"unambiguous",1.051,1
"9",47,"unambiguous",1.355,1
"9",48,"unambiguous",1.102,1
"9",49,"unambiguous",0.78,1
"9",50,"implicature",0.958,1
"9",51,"unambiguous",1.451,1
"9",52,"implicature",0.699,1
"9",53,"unambiguous",0.732,1
"9",54,"implicature",0.804,1
"9",55,"unambiguous",1.365,1
"9",56,"unambiguous",1.109,1
"9",57,"unambiguous",1.252,1
"9",58,"implicature",0.805,1
"9",59,"unambiguous",0.729,1
"9",60,"implicature",0.933,1
"9",61,"implicature",0.86,1
"9",62,"implicature",0.675,1
"9",63,"unambiguous",0.764,1
"9",64,"implicature",1.196,1
"9",65,"unambiguous",0.877,1
"9",66,"implicature",0.692,1
"9",67,"implicature",1.219,1
"9",68,"implicature",1.02,1
"9",69,"implicature",0.716,1
"9",70,"unambiguous",0.978,1
"9",71,"unambiguous",0.94,1
"9",72,"implicature",0.813,1
"9",73,"implicature",1.268,1
"9",74,"unambiguous",0.845,1
"9",75,"unambiguous",0.732,1
"9",76,"unambiguous",0.74,1
"9",77,"unambiguous",0.94,1
"9",78,"unambiguous",0.853,1
"9",79,"implicature",0.836,1
"9",80,"unambiguous",0.932,1
"9",81,"unambiguous",0.645,1
"9",82,"implicature",0.861,1
"9",83,"implicature",0.686,1
"9",84,"implicature",1.244,1
"9",85,"unambiguous",0.636,1
"9",86,"implicature",0.707,1
"9",87,"unambiguous",0.541,0
"9",88,"unambiguous",1.541,1
"9",89,"implicature",0.657,1
"9",90,"unambiguous",1.025,1
"9",91,"implicature",1.181,1
"9",92,"unambiguous",0.732,1
"9",93,"implicature",0.812,1
"9",94,"implicature",0.678,1
"9",95,"unambiguous",0.948,0
"9",96,"unambiguous",0.907,1
"9",97,"implicature",1.02,1
"9",98,"implicature",0.885,1
"9",99,"implicature",0.797,1
"9",100,"implicature",0.637,1
"9",101,"unambiguous",0.821,1
"9",102,"implicature",1.348,1
"9",103,"unambiguous",1.085,1
"9",104,"unambiguous",0.701,1
"9",105,"unambiguous",0.852,1
"9",106,"implicature",0.701,1
"9",107,"unambiguous",0.852,1
"9",108,"implicature",0.844,0
"9",109,"unambiguous",1.028,1
"9",110,"unambiguous",1.419,1
"9",111,"implicature",0.74,1
"9",112,"implicature",0.949,1
"9",113,"unambiguous",1.108,1
"9",114,"unambiguous",1.22,1
"9",115,"unambiguous",0.684,1
"9",116,"unambiguous",0.878,1
"9",117,"unambiguous",0.645,1
"9",118,"implicature",1.108,1
"9",119,"implicature",0.764,1
"9",120,"unambiguous",1.069,1
"10",1,"implicature",2.42,1
"10",2,"implicature",2.455,1
"10",3,"implicature",1.223,1
"10",4,"implicature",1.311,1
"10",5,"unambiguous",2.196,1
"10",6,"unambiguous",1.574,1
"10",8,"implicature",1.153,1
"10",9,"unambiguous",1.453,1
"10",10,"unambiguous",1.341,1
"10",11,"unambiguous",1.015,1
"10",12,"unambiguous",1.328,1
"10",13,"implicature",1.124,1
"10",14,"implicature",1.237,1
"10",15,"implicature",0.795,1
"10",16,"implicature",0.81,1
"10",17,"implicature",1.57,1
"10",18,"unambiguous",1.61,1
"10",19,"implicature",1.92,1
"10",20,"unambiguous",2.084,1
"10",21,"implicature",1.135,1
"10",22,"implicature",0.801,1
"10",23,"unambiguous",1.23,1
"10",24,"unambiguous",1.623,1
"10",25,"implicature",1.039,1
"10",26,"implicature",1.089,1
"10",27,"unambiguous",1.159,1
"10",28,"implicature",1.236,1
"10",29,"implicature",1.458,1
"10",30,"implicature",0.871,1
"10",31,"unambiguous",1.581,1
"10",32,"implicature",1.036,1
"10",33,"unambiguous",1.377,1
"10",34,"unambiguous",1.278,1
"10",35,"unambiguous",0.984,1
"10",36,"implicature",1.198,1
"10",37,"implicature",0.859,1
"10",38,"unambiguous",1.401,1
"10",39,"implicature",1.011,1
"10",40,"unambiguous",1.147,1
"10",41,"implicature",1.188,1
"10",42,"implicature",1.579,1
"10",43,"unambiguous",1.606,1
"10",44,"unambiguous",1.366,1
"10",45,"implicature",1.105,1
"10",46,"unambiguous",1.182,1
"10",47,"implicature",1.645,1
"10",48,"implicature",0.939,1
"10",49,"unambiguous",1.049,1
"10",50,"unambiguous",1.307,1
"10",51,"implicature",1.172,1
"10",52,"unambiguous",1.1,1
"10",53,"unambiguous",1.384,1
"10",54,"implicature",1.067,1
"10",55,"implicature",0.791,1
"10",56,"implicature",1.26,1
"10",57,"implicature",0.86,1
"10",58,"unambiguous",1.707,1
"10",59,"implicature",1.406,1
"10",60,"unambiguous",0.903,1
"10",61,"unambiguous",1.167,1
"10",62,"implicature",0.739,1
"10",63,"unambiguous",1.325,1
"10",64,"unambiguous",0.986,1
"10",65,"unambiguous",1.07,1
"10",66,"implicature",1.236,1
"10",67,"implicature",1.396,1
"10",68,"implicature",1.393,1
"10",69,"unambiguous",2.193,1
"10",70,"unambiguous",1.762,1
"10",71,"unambiguous",1.154,1
"10",72,"implicature",1.481,1
"10",73,"implicature",1.17,1
"10",74,"unambiguous",0.973,1
"10",75,"unambiguous",0.956,1
"10",76,"unambiguous",1.646,1
"10",77,"unambiguous",1.571,1
"10",80,"unambiguous",1.232,1
"10",82,"unambiguous",1.34,1
"10",83,"unambiguous",1.597,1
"10",84,"implicature",0.911,1
"10",86,"unambiguous",1.757,1
"10",87,"unambiguous",1.084,1
"10",88,"unambiguous",1.11,1
"10",89,"implicature",2.22,1
"10",90,"implicature",2.277,1
"10",91,"implicature",1.676,1
"10",92,"unambiguous",1.97,1
"10",94,"implicature",0.99,1
"10",93,"implicature",1.307,1
"10",96,"implicature",1.138,0
"10",95,"implicature",1.012,1
"10",98,"implicature",1.554,1
"10",99,"unambiguous",1.308,1
"10",100,"unambiguous",1.396,1
"10",101,"unambiguous",1.291,1
"10",102,"implicature",1.685,1
"10",103,"implicature",1.316,1
"10",104,"implicature",1.324,1
"10",105,"unambiguous",1.026,1
"10",106,"implicature",0.99,0
"10",107,"implicature",2.011,1
"10",108,"unambiguous",2.442,1
"10",109,"unambiguous",1.578,1
"10",110,"implicature",2.294,1
"10",111,"unambiguous",1.592,1
"10",112,"implicature",1.539,1
"10",113,"implicature",0.95,1
"10",114,"unambiguous",0.746,0
"10",115,"unambiguous",1.808,1
"10",117,"unambiguous",1.765,1
"10",118,"unambiguous",2.334,1
"10",119,"unambiguous",1.88,1
"10",120,"unambiguous",1.42,1
"11",1,"implicature",0.981,1
"11",2,"implicature",0.803,1
"11",3,"implicature",0.733,1
"11",4,"implicature",0.702,1
"11",5,"unambiguous",0.934,1
"11",6,"unambiguous",0.757,1
"11",7,"implicature",0.99,1
"11",8,"implicature",0.71,1
"11",9,"unambiguous",0.87,1
"11",10,"unambiguous",0.854,1
"11",11,"unambiguous",0.653,1
"11",12,"implicature",0.735,1
"11",13,"implicature",0.733,0
"11",14,"unambiguous",0.662,1
"11",15,"unambiguous",0.78,1
"11",16,"unambiguous",0.662,1
"11",17,"unambiguous",0.678,1
"11",18,"unambiguous",0.63,1
"11",19,"unambiguous",0.58,1
"11",20,"unambiguous",0.622,1
"11",21,"unambiguous",0.774,1
"11",22,"implicature",0.797,1
"11",23,"unambiguous",0.749,1
"11",24,"implicature",0.654,1
"11",25,"unambiguous",0.692,1
"11",26,"unambiguous",0.758,1
"11",27,"implicature",0.926,1
"11",28,"unambiguous",0.702,1
"11",29,"unambiguous",0.687,1
"11",30,"unambiguous",0.597,1
"11",31,"unambiguous",0.716,1
"11",32,"unambiguous",0.662,1
"11",33,"implicature",0.886,0
"11",34,"unambiguous",0.589,1
"11",35,"implicature",0.685,1
"11",36,"implicature",0.694,0
"11",37,"unambiguous",0.751,1
"11",38,"unambiguous",0.613,1
"11",39,"unambiguous",0.685,1
"11",40,"implicature",0.759,1
"11",41,"unambiguous",0.637,1
"11",42,"implicature",0.774,1
"11",43,"unambiguous",0.661,1
"11",44,"implicature",0.758,1
"11",45,"implicature",0.742,1
"11",46,"unambiguous",0.797,1
"11",47,"implicature",0.637,1
"11",48,"implicature",0.693,1
"11",49,"unambiguous",0.782,1
"11",50,"implicature",0.727,1
"11",51,"implicature",0.654,0
"11",52,"implicature",0.75,1
"11",53,"implicature",0.941,0
"11",54,"unambiguous",0.942,1
"11",55,"implicature",0.613,0
"11",56,"unambiguous",0.798,1
"11",57,"unambiguous",0.621,1
"11",58,"implicature",0.798,1
"11",59,"unambiguous",0.686,1
"11",60,"unambiguous",0.686,1
"11",61,"implicature",0.613,0
"11",62,"implicature",0.647,0
"11",63,"unambiguous",0.557,1
"11",64,"unambiguous",0.566,1
"11",65,"unambiguous",0.652,1
"11",66,"unambiguous",0.567,1
"11",67,"implicature",0.534,0
"11",68,"implicature",0.597,1
"11",69,"implicature",0.622,0
"11",70,"unambiguous",0.719,1
"11",71,"unambiguous",0.63,1
"11",72,"implicature",0.559,1
"11",73,"implicature",0.652,0
"11",74,"implicature",0.638,0
"11",75,"unambiguous",0.557,1
"11",76,"implicature",0.829,0
"11",77,"unambiguous",0.621,1
"11",78,"implicature",0.573,0
"11",79,"unambiguous",0.597,1
"11",80,"implicature",0.604,0
"11",81,"unambiguous",0.606,1
"11",82,"implicature",0.598,0
"11",83,"unambiguous",0.652,1
"11",84,"unambiguous",0.711,1
"11",85,"implicature",0.588,0
"11",86,"implicature",0.533,0
"11",87,"implicature",0.566,0
"11",88,"unambiguous",0.598,1
"11",89,"unambiguous",0.565,1
"11",90,"unambiguous",0.524,1
"11",91,"implicature",0.589,0
"11",92,"implicature",0.589,0
"11",93,"implicature",0.685,1
"11",94,"implicature",0.685,1
"11",95,"unambiguous",0.685,1
"11",96,"implicature",0.693,0
"11",97,"implicature",0.734,0
"11",98,"implicature",0.693,1
"11",99,"unambiguous",0.598,1
"11",100,"implicature",0.622,1
"11",101,"implicature",0.629,0
"11",102,"implicature",0.662,0
"11",103,"implicature",0.606,0
"11",104,"implicature",0.82,0
"11",105,"implicature",0.71,1
"11",106,"implicature",0.782,1
"11",107,"unambiguous",0.661,1
"11",108,"unambiguous",0.559,1
"11",109,"unambiguous",0.565,1
"11",110,"unambiguous",0.543,1
"11",111,"unambiguous",0.613,1
"11",112,"implicature",0.565,0
"11",113,"unambiguous",0.55,1
"11",114,"unambiguous",0.621,0
"11",115,"implicature",1.158,0
"11",116,"unambiguous",0.908,1
"11",117,"implicature",0.678,0
"11",118,"unambiguous",0.709,1
"11",119,"implicature",0.604,0
"11",120,"implicature",0.759,1
