"subj_idx","age","trial_num","trial_type","rt","response"
"11316_4",4.45448,12,"some",2.007,1
"11316_4",4.45448,13,"all",2.545,1
"11316_4",4.45448,14,"some",2.427,1
"11316_4",4.45448,15,"none",2.378,1
"11316_4",4.45448,16,"some",2.943,1
"11316_4",4.45448,17,"all",2.059,1
"11316_4",4.45448,18,"all",2.042,1
"11316_4",4.45448,19,"some",1.977,1
"11316_4",4.45448,20,"all",4.17,1
"11316_4",4.45448,21,"none",3.54,1
"11316_4",4.45448,22,"some",1.366,1
"11316_4",4.45448,23,"none",4.153,1
"11316_4",4.45448,24,"none",3.601,1
"11316_4",4.45448,25,"all",2.3,1
"11316_4",4.45448,26,"some",3.529,1
"11316_4",4.45448,27,"none",1.775,1
"11316_4",4.45448,28,"some",1.779,1
"11316_4",4.45448,29,"all",3.368,1
"11316_4",4.45448,30,"all",1.375,1
"11316_5",4.64613,1,"all",0.757,1
"11316_5",4.64613,2,"all",1.021,1
"11316_5",4.64613,3,"all",1.105,1
"11316_5",4.64613,4,"some",1.172,0
"11316_5",4.64613,5,"some",1.691,0
"11316_5",4.64613,6,"all",0.869,1
"11316_5",4.64613,7,"some",0.817,0
"11316_5",4.64613,8,"none",2.184,0
"11316_5",4.64613,9,"none",2.395,0
"11316_5",4.64613,10,"none",2.5,0
"11316_5",4.64613,11,"all",2.97,1
"11316_5",4.64613,12,"all",0.943,1
"11316_5",4.64613,13,"some",0.842,0
"11316_5",4.64613,15,"some",0.743,0
"11316_5",4.64613,16,"none",1.819,0
"11316_5",4.64613,17,"some",1.954,1
"11316_5",4.64613,18,"none",0.755,1
"11316_5",4.64613,19,"none",1.42,0
"11316_5",4.64613,20,"some",2.749,0
"11316_5",4.64613,21,"some",6.05,0
"11316_5",4.64613,22,"none",2.396,0
"11316_5",4.64613,23,"some",2.42,0
"11316_5",4.64613,24,"all",1.229,1
"11316_5",4.64613,25,"none",2.566,0
"11316_5",4.64613,26,"some",1.103,0
"11316_5",4.64613,27,"all",1.144,1
"11316_5",4.64613,28,"all",2.968,1
"11316_5",4.64613,29,"all",2.5,1
"11316_5",4.64613,30,"none",2.472,0
"11316_6",3.06092,1,"none",2.738,0
"11316_6",3.06092,2,"some",4.583,1
"11316_6",3.06092,3,"some",1.533,1
"11316_6",3.06092,4,"all",3.849,0
"11316_6",3.06092,1,"some",1.208,1
"11316_6",3.06092,2,"none",3.368,0
"11316_6",3.06092,3,"some",2.632,1
"11316_6",3.06092,4,"some",1.775,1
"11316_6",3.06092,5,"all",4.096,1
"11316_6",3.06092,6,"none",5.104,0
"11316_6",3.06092,7,"all",2.223,1
"11316_6",3.06092,8,"all",1.544,1
"11316_6",3.06092,9,"all",4.65,0
"11316_6",3.06092,10,"all",5.609,0
"11316_6",3.06092,11,"all",1.979,1
"11316_6",3.06092,12,"none",4.462,0
"11316_6",3.06092,13,"all",2.799,0
"11316_6",3.06092,14,"some",3.422,1
"11316_6",3.06092,15,"none",1.054,0
"11316_6",3.06092,16,"none",1.06,0
"11316_6",3.06092,17,"some",1.003,0
"11316_6",3.06092,18,"some",3.018,0
"11316_6",3.06092,19,"some",3.025,0
"11316_6",3.06092,20,"some",3.03,0
"11316_6",3.06092,21,"some",0.466,0
"11316_6",3.06092,22,"some",2.044,1
"11316_6",3.06092,23,"none",1.181,0
"11316_6",3.06092,24,"some",1.428,0
"11316_6",3.06092,26,"all",3.463,0
"11316_6",3.06092,25,"all",3.456,1
"11316_6",3.06092,27,"all",1.988,1
"11316_6",3.06092,28,"none",3.965,0
"11316_6",3.06092,29,"none",1.614,0
"11316_6",3.06092,30,"none",2.309,0
"11316_6",3.06092,31,"none",2.316,0
"Rs8",5.18823,1,"none",12.475,1
"Rs8",5.18823,2,"some",13.341,1
"Rs8",5.18823,3,"none",2.414,1
"Rs8",5.18823,4,"some",3.485,1
"Rs8",5.18823,5,"some",2.111,1
"Rs8",5.18823,6,"none",2.814,1
"Rs8",5.18823,7,"some",1.619,1
"Rs8",5.18823,8,"all",2.849,1
"Rs8",5.18823,9,"none",4.94,1
"Rs8",5.18823,10,"none",5.124,1
"Rs8",5.18823,11,"none",3.972,1
"Rs8",5.18823,12,"some",2.733,1
"Rs8",5.18823,13,"some",2.116,1
"Rs8",5.18823,14,"all",1.394,1
"Rs8",5.18823,15,"all",3.86,1
"Rs8",5.18823,16,"none",13.045,1
"Rs8",5.18823,17,"some",4.158,1
"Rs8",5.18823,18,"none",10.235,1
"Rs8",5.18823,19,"all",1.642,1
"Rs8",5.18823,20,"all",3.274,1
"Rs8",5.18823,21,"all",1.77,1
"Rs8",5.18823,22,"all",3.422,1
"Rs8",5.18823,23,"none",2.956,1
"Rs8",5.18823,24,"some",2.407,1
"Rs8",5.18823,25,"some",2.008,1
"Rs8",5.18823,26,"all",2.532,1
"Rs8",5.18823,27,"all",5.028,1
"Rs8",5.18823,28,"none",2.214,1
"Rs8",5.18823,29,"all",1.89,1
"Rs8",5.18823,30,"some",2.014,1
"Rs9",3.90691,1,"none",2.433,0
"Rs9",3.90691,2,"some",1.887,1
"Rs9",3.90691,3,"some",8.965,0
"Rs9",3.90691,4,"some",5.315,1
"Rs9",3.90691,5,"none",5.246,0
"Rs9",3.90691,6,"some",1.581,0
"Rs9",3.90691,7,"some",10.981,0
"Rs9",3.90691,8,"some",2.465,0
"Rs9",3.90691,9,"some",9.237,1
"Rs9",3.90691,10,"none",2.037,0
"Rs9",3.90691,11,"none",2.845,0
"Rs9",3.90691,12,"none",10.973,0
"Rs9",3.90691,13,"all",6.172,1
"Rs9",3.90691,14,"none",2.359,0
"Rs9",3.90691,16,"some",2.056,0
"Rs9",3.90691,18,"all",2.513,1
"Rs9",3.90691,19,"some",6.694,0
"Rs9",3.90691,20,"none",14.428,1
"Rs9",3.90691,22,"some",6.514,0
"Rs9",3.90691,23,"all",7.532,1
"Rs9",3.90691,24,"all",1.581,1
"Rs9",3.90691,25,"none",1.626,0
"Rs9",3.90691,26,"all",6.299,1
"Rs9",3.90691,27,"all",6.304,0
"Rs9",3.90691,28,"none",3.028,0
"Rs9",3.90691,29,"all",12.763,1
"11316_7",4.04381,1,"none",1.3,0
"11316_7",4.04381,2,"none",0.832,0
"11316_7",4.04381,3,"none",3.034,0
"11316_7",4.04381,4,"none",2.114,1
"11316_7",4.04381,5,"some",1.391,1
"11316_7",4.04381,6,"none",2.158,0
"11316_7",4.04381,7,"all",1.2,1
"11316_7",4.04381,10,"some",2.274,1
"11316_7",4.04381,11,"none",4.366,0
"11316_7",4.04381,12,"none",1.273,1
"11316_7",4.04381,13,"some",2.045,1
"11316_7",4.04381,14,"all",4.107,1
"11316_7",4.04381,15,"all",1.909,1
"11316_7",4.04381,16,"all",1.528,1
"11316_7",4.04381,17,"some",8.743,0
"11316_7",4.04381,18,"some",4.53,1
"11316_7",4.04381,19,"some",8.89,0
"11316_7",4.04381,20,"all",3.309,1
"11316_7",4.04381,21,"some",3.433,0
"11316_7",4.04381,22,"some",1.844,0
"11316_7",4.04381,23,"all",2.314,1
"11316_7",4.04381,24,"none",1.574,0
"11316_7",4.04381,25,"some",3.556,0
"11316_7",4.04381,26,"all",3.113,0
"11316_7",4.04381,27,"all",1.622,1
"11316_7",4.04381,28,"some",4.351,0
"11316_7",4.04381,29,"none",2.819,0
"11316_7",4.04381,30,"all",2.421,0
"Rs10",3.61944,1,"some",2.447,1
"Rs10",3.61944,2,"none",2.345,0
"Rs10",3.61944,3,"all",3.879,1
"Rs10",3.61944,4,"all",2.95,1
"Rs10",3.61944,5,"all",2.62,1
"Rs10",3.61944,6,"none",1.407,0
"Rs10",3.61944,7,"some",1.571,0
"Rs10",3.61944,8,"some",4.482,0
"Rs10",3.61944,9,"all",1.706,1
"Rs10",3.61944,10,"none",1.664,0
"Rs10",3.61944,11,"some",1.803,0
"Rs10",3.61944,12,"all",9.559,1
"Rs10",3.61944,13,"none",2.419,0
"Rs10",3.61944,14,"some",2.386,0
"Rs10",3.61944,15,"some",1.859,0
"Rs10",3.61944,16,"all",1.588,1
"Rs10",3.61944,17,"all",2.166,1
"Rs10",3.61944,18,"none",2.057,0
"Rs10",3.61944,19,"none",9.71,0
"Rs10",3.61944,20,"all",1.853,1
"Rs10",3.61944,21,"all",1.448,1
"Rs10",3.61944,22,"some",1.902,0
"Rs10",3.61944,23,"none",3.041,0
"Rs10",3.61944,24,"none",5.528,0
"Rs10",3.61944,25,"none",1.592,0
"Rs10",3.61944,26,"some",1.687,0
"Rs10",3.61944,27,"some",1.597,0
"Rs10",3.61944,28,"some",2.251,0
"Rs10",3.61944,29,"all",2.188,1
"Rs10",3.61944,30,"none",2.313,0
"11316_8",4.98015,2,"all",1.704,1
"11316_8",4.98015,3,"some",2.623,0
"11316_8",4.98015,4,"none",3.735,1
"11316_8",4.98015,6,"all",2.071,1
"11316_8",4.98015,7,"none",2.082,1
"11316_8",4.98015,8,"all",1.05,1
"11316_8",4.98015,9,"all",1.48,1
"11316_8",4.98015,10,"all",1.619,1
"11316_8",4.98015,11,"some",2.267,0
"11316_8",4.98015,12,"some",1.515,0
"11316_8",4.98015,13,"some",2.467,1
"11316_8",4.98015,14,"all",0.95,1
"11316_8",4.98015,15,"none",2.189,1
"11316_8",4.98015,16,"none",1.418,1
"11316_8",4.98015,17,"all",1.621,1
"11316_8",4.98015,18,"none",6.981,1
"11316_8",4.98015,19,"all",2.14,1
"11316_8",4.98015,20,"all",1.574,1
"11316_8",4.98015,21,"some",3.217,1
"11316_8",4.98015,22,"some",3.005,1
"11316_8",4.98015,23,"none",1.922,1
"11316_8",4.98015,24,"none",4.373,1
"11316_8",4.98015,25,"none",2.369,1
"11316_8",4.98015,26,"some",2.54,1
"11316_8",4.98015,27,"all",1.538,1
"11316_8",4.98015,28,"some",3.352,1
"11316_8",4.98015,29,"some",6.479,1
"11316_8",4.98015,30,"none",3.916,1
"11316_9",3.27447,1,"all",4.238,1
"11316_9",3.27447,2,"none",4.486,0
"11316_9",3.27447,3,"some",4.17,1
"11316_9",3.27447,4,"none",4.65,0
"11316_9",3.27447,5,"some",6.366,0
"11316_9",3.27447,6,"all",5.189,1
"11316_9",3.27447,7,"all",5.17,1
"11316_9",3.27447,8,"all",4.475,1
"11316_9",3.27447,9,"none",4.065,0
"11316_9",3.27447,10,"all",4.57,1
"11316_9",3.27447,11,"some",4.132,0
"11316_9",3.27447,12,"some",5.604,0
"11316_9",3.27447,13,"some",2.117,0
"11316_9",3.27447,14,"all",3.896,1
"11316_9",3.27447,15,"all",3.522,1
"11316_9",3.27447,16,"some",4.169,0
"11316_9",3.27447,17,"all",4.212,1
"11316_9",3.27447,18,"some",8.559,0
"11316_9",3.27447,19,"some",2.8,0
"11316_9",3.27447,20,"some",3.255,0
"11316_9",3.27447,21,"none",2.719,0
"11316_9",3.27447,22,"none",2.268,0
"11316_9",3.27447,23,"all",2.696,1
"11316_9",3.27447,24,"none",2.619,0
"11316_9",3.27447,25,"none",2.236,0
"11316_9",3.27447,26,"none",2.469,1
"11316_9",3.27447,27,"none",1.369,0
"11316_9",3.27447,28,"none",1.777,1
"11316_9",3.27447,29,"some",3.317,0
"11316_10",4.97194,1,"all",1.595,0
"11316_10",4.97194,2,"all",3.303,1
"11316_10",4.97194,3,"some",5.981,0
"11316_10",4.97194,4,"some",3.149,0
"11316_10",4.97194,5,"none",6.332,1
"11316_10",4.97194,6,"none",2.042,1
"11316_10",4.97194,7,"some",3.69,1
"11316_10",4.97194,8,"all",2.125,1
"11316_10",4.97194,9,"some",6.411,1
"11316_10",4.97194,10,"all",1.35,1
"11316_10",4.97194,11,"none",3.362,1
"11316_10",4.97194,12,"all",1.572,1
"11316_10",4.97194,13,"none",2.915,1
"11316_10",4.97194,14,"none",3.269,1
"11316_10",4.97194,15,"some",1.664,0
"11316_10",4.97194,16,"all",1.474,1
"11316_10",4.97194,17,"all",2.822,1
"11316_10",4.97194,18,"some",1.628,0
"11316_10",4.97194,19,"some",5.818,0
"11316_10",4.97194,20,"some",2.041,0
"11316_10",4.97194,21,"none",1.81,1
"11316_10",4.97194,22,"none",3.512,1
"11316_10",4.97194,23,"all",1.972,1
"11316_10",4.97194,24,"none",1.873,1
"11316_10",4.97194,25,"some",1.516,0
"11316_10",4.97194,26,"some",2.172,0
"11316_10",4.97194,27,"none",1.752,1
"11316_10",4.97194,28,"all",3.849,1
"11316_10",4.97194,29,"all",1.185,1
"11316_10",4.97194,30,"none",6.156,1
"11316_11",4.97194,1,"none",2.862,1
"11316_11",4.97194,2,"some",5.676,1
"11316_11",4.97194,3,"some",6.111,1
"11316_11",4.97194,4,"none",2.573,1
"11316_11",4.97194,5,"none",2.435,1
"11316_11",4.97194,6,"some",2.661,1
"11316_11",4.97194,7,"none",2.69,1
"11316_11",4.97194,8,"all",3.028,0
"11316_11",4.97194,9,"none",2.056,0
"11316_11",4.97194,10,"none",4.505,1
"11316_11",4.97194,11,"none",2.563,1
"11316_11",4.97194,12,"all",1.879,1
"11316_11",4.97194,13,"none",2.133,0
"11316_11",4.97194,14,"some",3.826,1
"11316_11",4.97194,15,"none",2.677,1
"11316_11",4.97194,16,"all",1.926,1
"11316_11",4.97194,17,"all",3.561,1
"11316_11",4.97194,18,"all",1.763,1
"11316_11",4.97194,19,"some",2.645,1
"11316_11",4.97194,20,"none",1.983,1
"11316_11",4.97194,21,"some",2.247,1
"11316_11",4.97194,22,"some",2.497,1
"11316_11",4.97194,23,"some",1.863,1
"11316_11",4.97194,24,"some",2.186,1
"11316_11",4.97194,25,"all",1.08,1
"11316_11",4.97194,26,"all",2.129,1
"11316_11",4.97194,27,"some",1.867,1
"11316_11",4.97194,28,"all",0.74,1
"11316_11",4.97194,29,"all",1.52,1
"11316_11",4.97194,30,"all",1.62,1
"11416_1",3.91786,1,"none",9.762,1
"11416_1",3.91786,3,"none",1.494,0
"11416_1",3.91786,4,"some",1.481,0
"11416_1",3.91786,5,"some",7.716,0
"11416_1",3.91786,6,"none",1.386,0
"11416_1",3.91786,8,"all",3.154,1
"11416_1",3.91786,9,"all",1.203,1
"11416_1",3.91786,10,"all",2.316,1
"11416_1",3.91786,11,"some",2.236,0
"11416_1",3.91786,13,"none",14.339,1
"11416_1",3.91786,14,"none",3.273,0
"11416_1",3.91786,16,"all",11.543,1
"11416_1",3.91786,17,"all",13.025,1
"11416_1",3.91786,18,"some",4.726,0
"11416_1",3.91786,19,"some",4.522,1
"11416_1",3.91786,21,"some",4.604,0
"11416_1",3.91786,23,"none",8.098,1
"11416_1",3.91786,25,"some",2.288,0
"11416_1",3.91786,26,"some",2.538,0
"11416_1",3.91786,28,"some",2.549,0
"11416_1",3.91786,27,"some",2.545,0
"11416_2",4.99932,1,"all",1.497,1
"11416_2",4.99932,2,"all",1.954,1
"11416_2",4.99932,3,"none",3.249,1
"11416_2",4.99932,4,"all",1.769,1
"11416_2",4.99932,5,"none",1.899,0
"11416_2",4.99932,6,"all",1.103,1
"11416_2",4.99932,7,"some",2.212,1
"11416_2",4.99932,8,"some",1.737,1
"11416_2",4.99932,9,"all",1.325,1
"11416_2",4.99932,10,"none",1.486,0
"11416_2",4.99932,11,"some",2.102,1
"11416_2",4.99932,12,"all",1.437,1
"11416_2",4.99932,14,"none",1.936,0
"11416_2",4.99932,15,"some",5.172,0
"11416_2",4.99932,16,"some",1.639,1
"11416_2",4.99932,17,"some",2.309,0
"11416_2",4.99932,18,"none",1.643,0
"11416_2",4.99932,19,"some",2.931,1
"11416_2",4.99932,20,"all",2.442,1
"11416_2",4.99932,21,"none",1.622,0
"11416_2",4.99932,22,"all",2.302,1
"11416_2",4.99932,23,"some",2.127,0
"11416_2",4.99932,24,"some",1.953,0
"11416_2",4.99932,25,"none",1.62,0
"11416_2",4.99932,26,"none",1.899,0
"11416_2",4.99932,27,"all",1.695,1
"11416_2",4.99932,28,"none",1.683,0
"11416_2",4.99932,29,"none",1.983,0
"11416_2",4.99932,30,"some",1.645,1
"11416_3",4.29843,1,"some",1.024,0
"11416_3",4.29843,2,"some",1.483,0
"11416_3",4.29843,3,"none",3.405,0
"11416_3",4.29843,6,"some",1.323,0
"11416_3",4.29843,7,"some",2.22,0
"11416_3",4.29843,8,"all",2.176,1
"11416_3",4.29843,9,"some",1.514,0
"11416_3",4.29843,10,"some",1.357,0
"11416_3",4.29843,11,"all",1.703,1
"11416_3",4.29843,12,"all",1.178,1
"11416_3",4.29843,13,"none",1.857,0
"11416_3",4.29843,14,"some",1.142,0
"11416_3",4.29843,15,"none",2.431,1
"11416_3",4.29843,16,"all",1.516,1
"11416_3",4.29843,17,"all",1.64,1
"11416_3",4.29843,18,"none",1.946,0
"11416_3",4.29843,19,"all",2.39,1
"11416_3",4.29843,20,"all",1.198,1
"11416_3",4.29843,21,"none",1.965,0
"11416_3",4.29843,22,"some",3.239,0
"11416_3",4.29843,23,"none",4.52,0
"11416_3",4.29843,24,"none",1.389,0
"11416_3",4.29843,25,"all",1.511,1
"11416_3",4.29843,26,"none",1.876,0
"11416_3",4.29843,27,"all",1.93,0
"11416_3",4.29843,28,"some",0.945,0
"11416_3",4.29843,29,"none",3.224,1
"11416_3",4.29843,30,"all",2.105,1
"11416_4",4.74196,1,"some",5.039,1
"11416_4",4.74196,2,"all",2.525,1
"11416_4",4.74196,3,"all",2.303,1
"11416_4",4.74196,4,"none",5.015,1
"11416_4",4.74196,5,"none",2.474,1
"11416_4",4.74196,6,"all",2.231,1
"11416_4",4.74196,7,"some",3.375,1
"11416_4",4.74196,8,"none",2.522,1
"11416_4",4.74196,9,"all",1.28,1
"11416_4",4.74196,10,"all",2.04,1
"11416_4",4.74196,11,"some",1.987,1
"11416_4",4.74196,12,"some",2.766,1
"11416_4",4.74196,13,"some",1.308,1
"11416_4",4.74196,14,"none",2.565,1
"11416_4",4.74196,15,"all",1.66,1
"11416_4",4.74196,17,"some",1.672,1
"11416_4",4.74196,18,"none",2.675,1
"11416_4",4.74196,19,"some",2.315,1
"11416_4",4.74196,20,"some",14.361,1
"11416_4",4.74196,21,"none",2.315,1
"11416_4",4.74196,22,"none",1.987,1
"11416_4",4.74196,23,"none",2.765,1
"11416_4",4.74196,24,"none",2.364,1
"11416_4",4.74196,25,"all",3.793,1
"11416_4",4.74196,26,"all",1.866,1
"11416_4",4.74196,27,"some",1.21,1
"11416_4",4.74196,28,"none",1.631,1
"11416_4",4.74196,29,"all",0.878,1
"11416_4",4.74196,30,"some",2.339,0
"11416_5",3.97536,1,"some",5.431,0
"11416_5",3.97536,2,"all",11.037,1
"11416_5",3.97536,3,"none",2.716,0
"11416_5",3.97536,4,"none",12.429,0
"11416_5",3.97536,5,"none",1.56,1
"11416_5",3.97536,6,"some",1.976,0
"11416_5",3.97536,7,"none",9.151,0
"11416_5",3.97536,8,"all",2.389,0
"11416_5",3.97536,9,"all",2.287,1
"11416_5",3.97536,10,"none",1.592,0
"11416_5",3.97536,11,"none",4.083,0
"11416_5",3.97536,12,"none",0.874,0
"11416_5",3.97536,13,"some",6.852,1
"11416_5",3.97536,14,"some",1.319,0
"11416_5",3.97536,15,"all",2.811,1
"11416_5",3.97536,17,"all",1.089,0
"11416_5",3.97536,18,"some",4.174,0
"11416_5",3.97536,19,"some",3.815,0
"11416_5",3.97536,20,"all",3.104,0
"11416_5",3.97536,21,"none",5.281,1
"11416_5",3.97536,22,"all",2.594,1
"11416_5",3.97536,23,"all",2.601,0
"11416_5",3.97536,24,"some",2.293,0
"11416_5",3.97536,25,"all",1.736,1
"11416_5",3.97536,26,"none",1.199,1
"11416_5",3.97536,27,"all",3.101,1
"11416_5",3.97536,28,"some",1.251,0
"11416_5",3.97536,29,"none",2.522,0
"11416_5",3.97536,30,"some",7.622,0
"11516_1",5.86174,1,"some",2.07,0
"11516_1",5.86174,2,"some",1.604,0
"11516_1",5.86174,3,"none",4.104,1
"11516_1",5.86174,4,"all",1.816,1
"11516_1",5.86174,5,"all",1.874,0
"11516_1",5.86174,6,"none",2.577,1
"11516_1",5.86174,7,"some",1.79,1
"11516_1",5.86174,8,"some",3.06,1
"11516_1",5.86174,9,"some",0.797,1
"11516_1",5.86174,10,"none",1.577,1
"11516_1",5.86174,11,"some",1.762,1
"11516_1",5.86174,12,"some",1.545,1
"11516_1",5.86174,13,"all",2.773,0
"11516_1",5.86174,14,"some",1.815,1
"11516_1",5.86174,15,"all",0.939,1
"11516_1",5.86174,16,"some",2.061,1
"11516_1",5.86174,17,"all",1.361,1
"11516_1",5.86174,18,"none",1.013,1
"11516_1",5.86174,19,"some",1.964,1
"11516_1",5.86174,20,"none",1.07,1
"11516_1",5.86174,21,"none",1.279,1
"11516_1",5.86174,22,"none",1.428,1
"11516_1",5.86174,24,"all",1.214,1
"11516_1",5.86174,25,"all",0.842,1
"11516_1",5.86174,26,"all",1.267,1
"11516_1",5.86174,27,"none",2.377,1
"11516_1",5.86174,29,"all",1.608,1
"11516_1",5.86174,30,"all",1.129,1
"11516_2",3.97262,1,"none",1.512,0
"11516_2",3.97262,2,"none",2.466,1
"11516_2",3.97262,3,"all",5.108,1
"11516_2",3.97262,4,"none",2.527,1
"11516_2",3.97262,5,"all",6.341,1
"11516_2",3.97262,6,"none",1.788,0
"11516_2",3.97262,7,"all",1.834,1
"11516_2",3.97262,8,"some",1.71,1
"11516_2",3.97262,9,"none",1.143,0
"11516_2",3.97262,10,"all",1.131,0
"11516_2",3.97262,11,"none",1.341,1
"11516_2",3.97262,12,"some",1.545,0
"11516_2",3.97262,13,"some",1.722,0
"11516_2",3.97262,14,"all",2.361,1
"11516_2",3.97262,15,"all",1.002,1
"11516_2",3.97262,16,"some",1.453,0
"11516_2",3.97262,17,"all",1.557,1
"11516_2",3.97262,18,"all",2.164,1
"11516_2",3.97262,19,"none",2.127,1
"11516_2",3.97262,20,"all",4.335,1
"11516_2",3.97262,21,"none",3.305,1
"11516_2",3.97262,22,"none",4.534,1
"11516_2",3.97262,23,"some",3.319,0
"11516_2",3.97262,24,"none",2.549,1
"11516_2",3.97262,25,"some",2.75,0
"11516_2",3.97262,26,"some",2.77,1
"11516_2",3.97262,27,"some",3.73,0
"11516_2",3.97262,28,"some",2.875,0
"11516_2",3.97262,29,"some",3.273,0
"11516_2",3.97262,30,"all",6.822,1
"11516_3",3.47981,1,"none",8.55,0
"11516_3",3.47981,2,"some",1.849,0
"11516_3",3.47981,3,"some",1.726,0
"11516_3",3.47981,4,"some",2.328,0
"11516_3",3.47981,5,"all",2.47,1
"11516_3",3.47981,6,"none",2.742,0
"11516_3",3.47981,7,"none",1.773,0
"11516_3",3.47981,8,"some",2.5,0
"11516_3",3.47981,9,"all",2.263,1
"11516_3",3.47981,10,"all",2.686,1
"11516_3",3.47981,11,"none",1.458,0
"11516_3",3.47981,12,"all",1.979,1
"11516_3",3.47981,13,"all",2.416,0
"11516_3",3.47981,14,"none",2.645,0
"11516_3",3.47981,15,"all",1.775,0
"11516_3",3.47981,16,"all",2.461,1
"11516_3",3.47981,17,"all",5.644,0
"11516_3",3.47981,18,"some",2.59,1
"11516_3",3.47981,19,"some",1.957,0
"11516_3",3.47981,20,"none",2.85,1
"11516_3",3.47981,21,"none",6.062,1
"11516_3",3.47981,22,"some",4.251,0
"11516_3",3.47981,23,"none",4.427,1
"11516_3",3.47981,24,"none",2.239,1
"11516_3",3.47981,25,"all",3.07,0
"11516_3",3.47981,26,"all",1.424,0
"11516_3",3.47981,27,"some",4.306,0
"11516_3",3.47981,28,"some",7.052,0
"11516_3",3.47981,29,"none",3.709,1
"11516_3",3.47981,30,"some",7.67,0
"11516_4",5.22382,1,"some",1.697,0
"11516_4",5.22382,2,"some",5.239,0
"11516_4",5.22382,3,"none",1.753,0
"11516_4",5.22382,4,"all",1.747,1
"11516_4",5.22382,5,"some",1.418,0
"11516_4",5.22382,6,"some",0.968,0
"11516_4",5.22382,7,"none",1.177,0
"11516_4",5.22382,8,"none",1.672,0
"11516_4",5.22382,9,"all",2.139,1
"11516_4",5.22382,10,"some",2.958,0
"11516_4",5.22382,12,"some",1.633,0
"11516_4",5.22382,13,"all",1.16,1
"11516_4",5.22382,14,"some",4.994,0
"11516_4",5.22382,15,"all",5.784,1
"11516_4",5.22382,16,"none",1.717,0
"11516_4",5.22382,17,"none",1.55,0
"11516_4",5.22382,18,"none",7.707,1
"11516_4",5.22382,19,"all",0.913,1
"11516_4",5.22382,20,"all",0.959,1
"11516_4",5.22382,21,"some",5.628,1
"11516_4",5.22382,22,"all",1.519,1
"11516_4",5.22382,23,"none",2.651,1
"11516_4",5.22382,24,"all",1.727,1
"11516_4",5.22382,25,"none",5.874,0
"11516_4",5.22382,26,"some",1.385,0
"11516_4",5.22382,27,"none",12.956,1
"11516_4",5.22382,28,"some",2.315,1
"11516_4",5.22382,29,"none",1.691,1
"11516_4",5.22382,30,"all",4.576,1
"11516_5",3.72348,1,"some",4.06,0
"11516_5",3.72348,2,"all",5.04,1
"11516_5",3.72348,3,"all",6.206,1
"11516_5",3.72348,4,"all",5.242,1
"11516_5",3.72348,5,"none",2.013,0
"11516_5",3.72348,6,"some",2.083,0
"11516_5",3.72348,7,"none",2.569,0
"11516_5",3.72348,8,"none",1.82,0
"11516_5",3.72348,9,"none",3.077,0
"11516_5",3.72348,10,"none",1.975,0
"11516_5",3.72348,11,"all",2.006,1
"11516_5",3.72348,12,"some",3.141,0
"11516_5",3.72348,13,"all",4.226,1
"11516_5",3.72348,14,"some",1.851,0
"11516_5",3.72348,15,"all",1.557,1
"11516_5",3.72348,16,"some",1.717,0
"11516_5",3.72348,17,"some",1.947,0
"11516_5",3.72348,18,"all",2.179,1
"11516_5",3.72348,19,"some",6.768,0
"11516_5",3.72348,20,"none",1.566,0
"11516_5",3.72348,21,"none",1.065,0
"11516_5",3.72348,22,"some",2.99,0
"11516_5",3.72348,23,"all",1.102,0
"11516_5",3.72348,24,"none",3.693,1
"11516_5",3.72348,25,"none",3.138,1
"11516_5",3.72348,26,"some",2.369,0
"11516_5",3.72348,27,"none",4.143,0
"11516_5",3.72348,28,"some",4.847,1
"11516_5",3.72348,29,"all",6.84,1
"11516_5",3.72348,30,"all",1.562,0
"11516_6",4.52567,1,"none",11.3,0
"11516_6",4.52567,2,"none",5.055,0
"11516_6",4.52567,3,"all",2.414,1
"11516_6",4.52567,4,"all",2.307,1
"11516_6",4.52567,5,"none",1.754,0
"11516_6",4.52567,6,"some",3.129,0
"11516_6",4.52567,7,"none",1.923,0
"11516_6",4.52567,8,"all",2.999,1
"11516_6",4.52567,9,"none",1.448,0
"11516_6",4.52567,10,"all",2.343,1
"11516_6",4.52567,11,"none",2.249,0
"11516_6",4.52567,12,"all",1.401,1
"11516_6",4.52567,13,"some",2.44,0
"11516_6",4.52567,14,"all",8.468,1
"11516_6",4.52567,15,"some",4.962,1
"11516_6",4.52567,16,"some",2.898,1
"11516_6",4.52567,17,"some",1.679,1
"11516_6",4.52567,18,"all",1.606,1
"11516_6",4.52567,19,"some",3.19,0
"11516_6",4.52567,20,"all",2.827,1
"11516_6",4.52567,21,"none",1.219,0
"11516_6",4.52567,22,"all",1.728,1
"11516_6",4.52567,23,"none",3.118,0
"11516_6",4.52567,24,"all",3.409,1
"11516_6",4.52567,25,"some",2.083,1
"11516_6",4.52567,26,"none",2.773,0
"11516_6",4.52567,27,"some",1.49,1
"11516_6",4.52567,28,"some",1.627,1
"11516_6",4.52567,29,"none",2.773,0
"11516_6",4.52567,30,"some",2.699,1
"11516_7",4.69815,1,"all",1.475,1
"11516_7",4.69815,2,"none",12.919,1
"11516_7",4.69815,3,"none",2.903,1
"11516_7",4.69815,4,"some",3.947,0
"11516_7",4.69815,5,"all",1.826,1
"11516_7",4.69815,6,"some",2.963,0
"11516_7",4.69815,7,"some",2.015,0
"11516_7",4.69815,8,"some",1.48,0
